Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;DF;BRASILIA;POSTO DE GASOLINA DOS ANOES LTDA; 00.360.990/0001-79;QUADRA SHC/SUL SQ;315;BLOCO A PLL 01;ASA SUL;70384-010;DIESEL S10;04/07/2017;3,409;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0009-54;SETOR SHC/ NORTE SUPER QUADRA 411;S/N;BLOCO A PLL;ASA NORTE;70866-000;GASOLINA;04/07/2017;3,079;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0009-54;SETOR SHC/ NORTE SUPER QUADRA 411;S/N;BLOCO A PLL;ASA NORTE;70866-000;ETANOL;04/07/2017;3,039;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0009-54;SETOR SHC/ NORTE SUPER QUADRA 411;S/N;BLOCO A PLL;ASA NORTE;70866-000;DIESEL S10;04/07/2017;3,099;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0007-92;SETOR SHCN SUPERQUADRA 115 BLOCO A PAG;S/N;;ASA NORTE;70772-500;GASOLINA;04/07/2017;3,079;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0007-92;SETOR SHCN SUPERQUADRA 115 BLOCO A PAG;S/N;;ASA NORTE;70772-500;ETANOL;04/07/2017;3,039;;R$ / litro;IPIRANGA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0007-92;SETOR SHCN SUPERQUADRA 115 BLOCO A PAG;S/N;;ASA NORTE;70772-500;DIESEL S10;04/07/2017;3,099;;R$ / litro;IPIRANGA
SE;ES;ARACRUZ;SOUZA & ISRAEL LTDA.; 05.526.353/0001-43;RUA CAPITÃO BARROSO;31;;SANTA CRUZ;29199-515;DIESEL;03/07/2017;3,19;;R$ / litro;ALESAT
SE;ES;ARACRUZ;AUTO POSTO 13 DE MAIO LTDA.; 35.951.763/0001-00;RODOVIA LUIZ THEODORO MUSSO;471;;DE CARLI;29194-004;GASOLINA;03/07/2017;3,98;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;AUTO POSTO 13 DE MAIO LTDA.; 35.951.763/0001-00;RODOVIA LUIZ THEODORO MUSSO;471;;DE CARLI;29194-004;ETANOL;03/07/2017;3,49;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;AUTO POSTO 13 DE MAIO LTDA.; 35.951.763/0001-00;RODOVIA LUIZ THEODORO MUSSO;471;;DE CARLI;29194-004;DIESEL;03/07/2017;3,19;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;AUTO POSTO 13 DE MAIO LTDA.; 35.951.763/0001-00;RODOVIA LUIZ THEODORO MUSSO;471;;DE CARLI;29194-004;DIESEL S10;03/07/2017;3,29;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;POSTO E HOTEL BARRA DO RIACHO - LTDA; 03.955.074/0001-70;AVENIDA LUIZ CARIACICA DOS SANTOS;1130;;BARRA DO RIACHO;29197-562;GASOLINA;03/07/2017;3,98;3,1459;R$ / litro;IPIRANGA
SE;ES;ARACRUZ;POSTO E HOTEL BARRA DO RIACHO - LTDA; 03.955.074/0001-70;AVENIDA LUIZ CARIACICA DOS SANTOS;1130;;BARRA DO RIACHO;29197-562;DIESEL;03/07/2017;3,24;2,5912;R$ / litro;IPIRANGA
SE;ES;ARACRUZ;POSTO E HOTEL BARRA DO RIACHO - LTDA; 03.955.074/0001-70;AVENIDA LUIZ CARIACICA DOS SANTOS;1130;;BARRA DO RIACHO;29197-562;DIESEL S10;03/07/2017;3,34;2,6574;R$ / litro;IPIRANGA
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0002-00;AVENIDA FLORESTAL;838;;SEGATTO;29192-154;GASOLINA;03/07/2017;3,98;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0002-00;AVENIDA FLORESTAL;838;;SEGATTO;29192-154;ETANOL;03/07/2017;3,29;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0002-00;AVENIDA FLORESTAL;838;;SEGATTO;29192-154;DIESEL;03/07/2017;3,03;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0002-00;AVENIDA FLORESTAL;838;;SEGATTO;29192-154;DIESEL S10;03/07/2017;3,13;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0001-10;AVENIDA DOS COQUEIROS;68;;PRAIA DO COQUEIRAL;29199-054;GASOLINA;03/07/2017;3,98;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0001-10;AVENIDA DOS COQUEIROS;68;;PRAIA DO COQUEIRAL;29199-054;ETANOL;03/07/2017;3,59;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;VESCOVI & BITTI LTDA; 36.411.940/0001-10;AVENIDA DOS COQUEIROS;68;;PRAIA DO COQUEIRAL;29199-054;DIESEL S10;03/07/2017;3,16;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;ARACRUZ;AUTO POSTO TRIVILIN LTDA; 31.787.476/0001-48;RODOVIA BR 101;SN;KM 175;JACUPEMBA;29190-010;GASOLINA;03/07/2017;3,29;;R$ / litro;BRANCA
SE;ES;ARACRUZ;AUTO POSTO TRIVILIN LTDA; 31.787.476/0001-48;RODOVIA BR 101;SN;KM 175;JACUPEMBA;29190-010;ETANOL;03/07/2017;2,89;;R$ / litro;BRANCA
SE;ES;ARACRUZ;AUTO POSTO TRIVILIN LTDA; 31.787.476/0001-48;RODOVIA BR 101;SN;KM 175;JACUPEMBA;29190-010;DIESEL;03/07/2017;2,69;;R$ / litro;BRANCA
SE;ES;ARACRUZ;AUTO POSTO TRIVILIN LTDA; 31.787.476/0001-48;RODOVIA BR 101;SN;KM 175;JACUPEMBA;29190-010;DIESEL S10;03/07/2017;2,79;;R$ / litro;BRANCA
SE;ES;ARACRUZ;POSTO SAUASSU EIRELI; 03.160.763/0001-98;AVENIDA CORONEL VENANCIO FLORES;1400;;CENTRO;29190-010;GASOLINA;03/07/2017;3,69;3,1835;R$ / litro;IPIRANGA
SE;ES;BARRA DE SAO FRANCISCO;DANILO DE SOUZA PINTO - ME; 08.966.101/0001-23;RUA PRINCIPAL;S/N;;VILA MONTE SINAI;29800-000;GASOLINA;03/07/2017;3,6;;R$ / litro;BRANCA
SE;ES;BARRA DE SAO FRANCISCO;DANILO DE SOUZA PINTO - ME; 08.966.101/0001-23;RUA PRINCIPAL;S/N;;VILA MONTE SINAI;29800-000;DIESEL;03/07/2017;3;;R$ / litro;BRANCA
SE;ES;BARRA DE SAO FRANCISCO;POSTO DE GASOLINA MAIS LTDA; 03.795.295/0001-28;AVENIDA PREFEITO MANOEL VILA;911;;IRMAOS FERNANDES;29800-000;GASOLINA;03/07/2017;3,89;;R$ / litro;BRANCA
SE;ES;BARRA DE SAO FRANCISCO;POSTO DE GASOLINA MAIS LTDA; 03.795.295/0001-28;AVENIDA PREFEITO MANOEL VILA;911;;IRMAOS FERNANDES;29800-000;ETANOL;03/07/2017;3,69;;R$ / litro;BRANCA
SE;ES;BARRA DE SAO FRANCISCO;POSTO DE GASOLINA MAIS LTDA; 03.795.295/0001-28;AVENIDA PREFEITO MANOEL VILA;911;;IRMAOS FERNANDES;29800-000;DIESEL S10;03/07/2017;3,29;;R$ / litro;BRANCA
SE;ES;BARRA DE SAO FRANCISCO;POSTO OURO VERDE LTDA; 35.960.301/0001-41;AVENIDA PREFEITO MANOEL VILLA;126;0;CENTRO;29800-000;DIESEL;03/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;BARRA DE SAO FRANCISCO;POSTO OURO VERDE LTDA; 35.960.301/0001-41;AVENIDA PREFEITO MANOEL VILLA;126;0;CENTRO;29800-000;DIESEL S10;03/07/2017;3,19;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;BARRA DE SAO FRANCISCO;POSTO ALVORADA LTDA; 28.489.532/0001-53;AVENIDA CASTELO BRANCO;702;;VILA LANDINHA;29800-000;GASOLINA;03/07/2017;3,69;;R$ / litro;IPIRANGA
SE;ES;BARRA DE SAO FRANCISCO;POSTO ALVORADA LTDA; 28.489.532/0001-53;AVENIDA CASTELO BRANCO;702;;VILA LANDINHA;29800-000;DIESEL;03/07/2017;2,99;;R$ / litro;IPIRANGA
SE;ES;BARRA DE SAO FRANCISCO;POSTO ALVORADA LTDA; 28.489.532/0001-53;AVENIDA CASTELO BRANCO;702;;VILA LANDINHA;29800-000;DIESEL S10;03/07/2017;3,19;;R$ / litro;IPIRANGA
SE;ES;COLATINA;SAO FRANCISCO DE ASSIS COMERCIO DE COMBUSTIVEIS LTDA; 08.519.545/0001-10;PRACA FIDELIS FERRARI;35;;LACE;29703-030;GASOLINA;04/07/2017;3,22;2,946;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;SAO FRANCISCO DE ASSIS COMERCIO DE COMBUSTIVEIS LTDA; 08.519.545/0001-10;PRACA FIDELIS FERRARI;35;;LACE;29703-030;DIESEL;04/07/2017;2,95;2,541;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO BARBADOS LTDA; 02.806.627/0001-60; BR 259 KM 46;S/N;TREVO DE BARBADOS;BARBADOS;29700-778;GASOLINA;04/07/2017;3,69;;R$ / litro;RAIZEN
SE;ES;COLATINA;POSTO BARBADOS LTDA; 02.806.627/0001-60; BR 259 KM 46;S/N;TREVO DE BARBADOS;BARBADOS;29700-778;DIESEL;04/07/2017;3,19;;R$ / litro;RAIZEN
SE;ES;COLATINA;POSTO BARBADOS LTDA; 02.806.627/0001-60; BR 259 KM 46;S/N;TREVO DE BARBADOS;BARBADOS;29700-778;DIESEL S10;04/07/2017;3,29;;R$ / litro;RAIZEN
SE;ES;COLATINA;POSTO DE COMBUSTIVEIS BRUNO LTDA; 07.381.843/0001-24;RUA FIORAVANTE ROSSI;738;;SAO BRAZ;29704-700;GASOLINA;04/07/2017;3,69;3,103;R$ / litro;BRANCA
SE;ES;COLATINA;POSTO DE COMBUSTIVEIS BRUNO LTDA; 07.381.843/0001-24;RUA FIORAVANTE ROSSI;738;;SAO BRAZ;29704-700;DIESEL S10;04/07/2017;3,29;;R$ / litro;BRANCA
SE;ES;COLATINA;POSTO DE GASOLINA SAO MIGUEL LTDA; 27.279.876/0001-75;PRACA ADEMAR TAVORA;5;;CENTRO;29700-012;GASOLINA;04/07/2017;3,699;;R$ / litro;RAIZEN
SE;ES;COLATINA;POSTO DE GASOLINA SAO MIGUEL LTDA; 27.279.876/0001-75;PRACA ADEMAR TAVORA;5;;CENTRO;29700-012;DIESEL;04/07/2017;3,29;;R$ / litro;RAIZEN
SE;ES;COLATINA;POSTO DE GASOLINA SAO MIGUEL LTDA; 27.279.876/0001-75;PRACA ADEMAR TAVORA;5;;CENTRO;29700-012;DIESEL S10;04/07/2017;3,39;;R$ / litro;RAIZEN
SE;ES;COLATINA;ZAM COMERCIO DE COMBUSTIVEIS EIRELI; 30.538.318/0001-91;AVENIDA SILVIO AVIDOS;815;;SAO SILVANO;29703-100;GASOLINA;04/07/2017;3,59;;R$ / litro;BRANCA
SE;ES;COLATINA;ZAM COMERCIO DE COMBUSTIVEIS EIRELI; 30.538.318/0001-91;AVENIDA SILVIO AVIDOS;815;;SAO SILVANO;29703-100;ETANOL;04/07/2017;3,09;;R$ / litro;BRANCA
SE;ES;COLATINA;ZAM COMERCIO DE COMBUSTIVEIS EIRELI; 30.538.318/0001-91;AVENIDA SILVIO AVIDOS;815;;SAO SILVANO;29703-100;DIESEL S10;04/07/2017;3,09;;R$ / litro;BRANCA
SE;ES;COLATINA;POSTO ARNALDO LTDA; 27.495.696/0001-20;AVENIDA SILVIO AVIDOS;2,331;;VILA AMELIA;29706-297;GASOLINA;04/07/2017;3,69;;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO ARNALDO LTDA; 27.495.696/0001-20;AVENIDA SILVIO AVIDOS;2,331;;VILA AMELIA;29706-297;DIESEL;04/07/2017;2,99;;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO ARNALDO LTDA; 27.495.696/0001-20;AVENIDA SILVIO AVIDOS;2,331;;VILA AMELIA;29706-297;DIESEL S10;04/07/2017;3,09;;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO DE COMBUSTIVEIS GIRASSOL LTDA; 27.352.004/0001-95;AVENIDA DAS NACOES;852;;COLATINA VELHA;29700-600;GASOLINA;04/07/2017;3,69;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO DE COMBUSTIVEIS GIRASSOL LTDA; 27.352.004/0001-95;AVENIDA DAS NACOES;852;;COLATINA VELHA;29700-600;ETANOL;04/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO DE COMBUSTIVEIS GIRASSOL LTDA; 27.352.004/0001-95;AVENIDA DAS NACOES;852;;COLATINA VELHA;29700-600;DIESEL;04/07/2017;2,99;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO DE COMBUSTIVEIS GIRASSOL LTDA; 27.352.004/0001-95;AVENIDA DAS NACOES;852;;COLATINA VELHA;29700-600;DIESEL S10;04/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO DE GASOLINA SANTO ANTONIO LTDA; 27.085.240/0001-92;AVENIDA SILVIO AVIDOS;3251;;SANTO ANTONIO;29704-053;GASOLINA;04/07/2017;3,69;3,021;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO DE GASOLINA SANTO ANTONIO LTDA; 27.085.240/0001-92;AVENIDA SILVIO AVIDOS;3251;;SANTO ANTONIO;29704-053;ETANOL;04/07/2017;3,36;2,8659;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO DE GASOLINA SANTO ANTONIO LTDA; 27.085.240/0001-92;AVENIDA SILVIO AVIDOS;3251;;SANTO ANTONIO;29704-053;DIESEL;04/07/2017;2,96;2,58;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO DE GASOLINA SANTO ANTONIO LTDA; 27.085.240/0001-92;AVENIDA SILVIO AVIDOS;3251;;SANTO ANTONIO;29704-053;DIESEL S10;04/07/2017;3,06;2,644;R$ / litro;IPIRANGA
SE;ES;COLATINA;POSTO MOTOCAP LTDA; 04.814.652/0001-10;PRACA ALMIRANTE BARROSO;52;LETRA A;LACE;29703-055;GASOLINA;04/07/2017;3,59;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO MOTOCAP LTDA; 04.814.652/0001-10;PRACA ALMIRANTE BARROSO;52;LETRA A;LACE;29703-055;ETANOL;04/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;COLATINA;POSTO MOTOCAP LTDA; 04.814.652/0001-10;PRACA ALMIRANTE BARROSO;52;LETRA A;LACE;29703-055;DIESEL S10;04/07/2017;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;GUARAPARI;VALOR POSTOS PRAIA DO MORRO LTDA; 09.076.862/0001-72;RODOVIA RODOVIA DO SOL;S/ NR;KM    41;AEROPORTO;29216-705;GASOLINA;06/07/2017;3,655;3,2639;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;GUARAPARI;VALOR POSTOS PRAIA DO MORRO LTDA; 09.076.862/0001-72;RODOVIA RODOVIA DO SOL;S/ NR;KM    41;AEROPORTO;29216-705;ETANOL;06/07/2017;3,395;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;GUARAPARI;VALOR POSTOS PRAIA DO MORRO LTDA; 09.076.862/0001-72;RODOVIA RODOVIA DO SOL;S/ NR;KM    41;AEROPORTO;29216-705;DIESEL S10;06/07/2017;3,195;2,7631;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;GUARAPARI;GUARAVE - GUARAPARI VEICULOS LTDA; 27.020.445/0005-13;RODOVIA DO SOL;S/N;;MUQUIÇABA;29215-005;GASOLINA;06/07/2017;3,69;3,2739;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;GUARAPARI;GUARAVE - GUARAPARI VEICULOS LTDA; 27.020.445/0005-13;RODOVIA DO SOL;S/N;;MUQUIÇABA;29215-005;DIESEL;06/07/2017;3,09;2,6539;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;GUARAPARI;POSTO DE PRODUTOS DE PETROLEO MONTE HOREBE LTDA; 39.341.839/0001-29;RODOVIA DO SOL;;KM 38;PEROCAO;29220-730;GASOLINA;06/07/2017;3,69;3,2739;R$ / litro;RAIZEN
SE;ES;GUARAPARI;POSTO DE PRODUTOS DE PETROLEO MONTE HOREBE LTDA; 39.341.839/0001-29;RODOVIA DO SOL;;KM 38;PEROCAO;29220-730;ETANOL;06/07/2017;3,39;;R$ / litro;RAIZEN
SE;ES;GUARAPARI;POSTO DE PRODUTOS DE PETROLEO MONTE HOREBE LTDA; 39.341.839/0001-29;RODOVIA DO SOL;;KM 38;PEROCAO;29220-730;DIESEL;06/07/2017;3,09;2,6839;R$ / litro;RAIZEN
SE;ES;GUARAPARI;NOVAMARCA PETROLEO E COMERCIO LTDA; 36.354.371/0001-19;RODOVIA DO SOL;S/N;;PRAIA DO MORRO;29200-000;GASOLINA;06/07/2017;3,69;3,2601;R$ / litro;RAIZEN
SE;ES;GUARAPARI;NOVAMARCA PETROLEO E COMERCIO LTDA; 36.354.371/0001-19;RODOVIA DO SOL;S/N;;PRAIA DO MORRO;29200-000;ETANOL;06/07/2017;3,35;;R$ / litro;RAIZEN
SE;ES;GUARAPARI;NOVAMARCA PETROLEO E COMERCIO LTDA; 36.354.371/0001-19;RODOVIA DO SOL;S/N;;PRAIA DO MORRO;29200-000;DIESEL;06/07/2017;3,09;2,6971;R$ / litro;RAIZEN
SE;ES;GUARAPARI;NOVAMARCA PETROLEO E COMERCIO LTDA; 36.354.371/0001-19;RODOVIA DO SOL;S/N;;PRAIA DO MORRO;29200-000;DIESEL S10;06/07/2017;3,19;2,7909;R$ / litro;RAIZEN
SE;ES;GUARAPARI;POSTO REDE AMIGOS EIRELI; 05.102.856/0002-72;AVENIDA PARIS;S/N;;PRAIA DO MORRO;29216-000;GASOLINA;06/07/2017;3,69;3,2479;R$ / litro;ALESAT
SE;ES;GUARAPARI;POSTO REDE AMIGOS EIRELI; 05.102.856/0002-72;AVENIDA PARIS;S/N;;PRAIA DO MORRO;29216-000;ETANOL;06/07/2017;3,399;;R$ / litro;ALESAT
SE;ES;GUARAPARI;POSTO REDE AMIGOS EIRELI; 05.102.856/0002-72;AVENIDA PARIS;S/N;;PRAIA DO MORRO;29216-000;DIESEL;06/07/2017;3,099;2,6473;R$ / litro;ALESAT
SE;ES;GUARAPARI;A S SALES JUNIOR EIRELI; 02.802.986/0001-49;RUA DAVINO MATOS;S/N;;PARQUE AREIA PRETA;29200-615;GASOLINA;06/07/2017;3,75;3,2739;R$ / litro;IPIRANGA
SE;ES;GUARAPARI;A S SALES JUNIOR EIRELI; 02.802.986/0001-49;RUA DAVINO MATOS;S/N;;PARQUE AREIA PRETA;29200-615;ETANOL;06/07/2017;3,39;;R$ / litro;IPIRANGA
SE;ES;GUARAPARI;A S SALES JUNIOR EIRELI; 02.802.986/0001-49;RUA DAVINO MATOS;S/N;;PARQUE AREIA PRETA;29200-615;DIESEL;06/07/2017;3,09;2,5779;R$ / litro;IPIRANGA
SE;ES;GUARAPARI;A S SALES JUNIOR EIRELI; 02.802.986/0001-49;RUA DAVINO MATOS;S/N;;PARQUE AREIA PRETA;29200-615;DIESEL S10;06/07/2017;3,19;2,6839;R$ / litro;IPIRANGA
SE;ES;LINHARES;POSTO CARELI LTDA; 05.059.538/0001-95;AVENIDA DAS LUAS;S/N;QUADRA 122;PONTAL DO IPIRANGA;29916-510;GASOLINA;05/07/2017;3,79;;R$ / litro;ATLÂNTICA
SE;ES;LINHARES;POSTO CARELI LTDA; 05.059.538/0001-95;AVENIDA DAS LUAS;S/N;QUADRA 122;PONTAL DO IPIRANGA;29916-510;DIESEL;05/07/2017;2,95;;R$ / litro;ATLÂNTICA
SE;ES;LINHARES;POSTO CARELI LTDA; 05.059.538/0001-95;AVENIDA DAS LUAS;S/N;QUADRA 122;PONTAL DO IPIRANGA;29916-510;DIESEL S10;05/07/2017;3;;R$ / litro;ATLÂNTICA
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0002-55;AVENIDA SAMUEL BATISTA CRUZ;2312;;SHELL;29900-000;GASOLINA;05/07/2017;3,39;3,0974;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0002-55;AVENIDA SAMUEL BATISTA CRUZ;2312;;SHELL;29900-000;DIESEL;05/07/2017;2,79;2,5707;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0002-55;AVENIDA SAMUEL BATISTA CRUZ;2312;;SHELL;29900-000;DIESEL S10;05/07/2017;2,89;2,6349;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;LINHARES;POSTO DA PEDRA LTDA; 02.452.491/0001-37;RUA VITORIO UBRINI;S/N; ;SÃO RAFAEL;29918-000;GASOLINA;05/07/2017;3,79;;R$ / litro;BRANCA
SE;ES;LINHARES;POSTO DA PEDRA LTDA; 02.452.491/0001-37;RUA VITORIO UBRINI;S/N; ;SÃO RAFAEL;29918-000;DIESEL;05/07/2017;3,15;;R$ / litro;BRANCA
SE;ES;LINHARES;AUTO POSTO PANDOLFI LTDA; 03.472.103/0001-42;AVENIDA PRESIDENTE KENNEDY;267;0;ARAÇÁ;29901-570;GASOLINA;05/07/2017;3,69;;R$ / litro;RAIZEN
SE;ES;LINHARES;AUTO POSTO PANDOLFI LTDA; 03.472.103/0001-42;AVENIDA PRESIDENTE KENNEDY;267;0;ARAÇÁ;29901-570;DIESEL S10;05/07/2017;2,99;;R$ / litro;RAIZEN
SE;ES;LINHARES;POSTO INTERLAGOS COM.DE COMBUST. DERIV. E SERVIÇOS LTDA; 03.145.790/0001-91;RUA DUQUE DE CAXIAS;S/N;0;INTERLAGOS;29903-090;GASOLINA;05/07/2017;3,39;;R$ / litro;RAIZEN
SE;ES;LINHARES;POSTO INTERLAGOS COM.DE COMBUST. DERIV. E SERVIÇOS LTDA; 03.145.790/0001-91;RUA DUQUE DE CAXIAS;S/N;0;INTERLAGOS;29903-090;ETANOL;05/07/2017;2,99;;R$ / litro;RAIZEN
SE;ES;LINHARES;CAMATTA & CIA LTDA; 30.578.975/0001-62;AVENIDA WENCESLAU BRAZ;133;0;CENTRO;29901-260;GASOLINA;05/07/2017;3,39;2,9477;R$ / litro;IPIRANGA
SE;ES;LINHARES;CAMATTA & CIA LTDA; 30.578.975/0001-62;AVENIDA WENCESLAU BRAZ;133;0;CENTRO;29901-260;DIESEL;05/07/2017;2,89;2,4328;R$ / litro;IPIRANGA
SE;ES;LINHARES;CAMATTA & CIA LTDA; 30.578.975/0001-62;AVENIDA WENCESLAU BRAZ;133;0;CENTRO;29901-260;DIESEL S10;05/07/2017;2,99;2,5343;R$ / litro;IPIRANGA
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;GASOLINA;05/07/2017;3,49;2,96;R$ / litro;RAIZEN
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;DIESEL;05/07/2017;2,89;2,49;R$ / litro;RAIZEN
SE;ES;LINHARES;DEL'SANTO & CIA LTDA; 28.502.409/0001-25;AVENIDA PREF SAMUEL BATISTA CRUZ;2801;;N SRA DA CONCEICAO;29900-517;DIESEL S10;05/07/2017;2,99;2,58;R$ / litro;RAIZEN
SE;ES;LINHARES;AUTO POSTO DADINHO LTDA; 27.303.411/0001-02;RODOVIA BR 101;S/N;KM 140;CANIVETE;29901-401;GASOLINA;05/07/2017;3,59;;R$ / litro;IPIRANGA
SE;ES;LINHARES;AUTO POSTO DADINHO LTDA; 27.303.411/0001-02;RODOVIA BR 101;S/N;KM 140;CANIVETE;29901-401;ETANOL;05/07/2017;3,29;;R$ / litro;IPIRANGA
SE;ES;LINHARES;AUTO POSTO DADINHO LTDA; 27.303.411/0001-02;RODOVIA BR 101;S/N;KM 140;CANIVETE;29901-401;DIESEL;05/07/2017;2,72;;R$ / litro;IPIRANGA
SE;ES;LINHARES;AUTO POSTO DADINHO LTDA; 27.303.411/0001-02;RODOVIA BR 101;S/N;KM 140;CANIVETE;29901-401;DIESEL S10;05/07/2017;2,83;;R$ / litro;IPIRANGA
SE;ES;LINHARES;POSTO VIENA LTDA - ME; 04.008.437/0001-22;AVENIDA PREFEITO SAMUEL BATISTA CRUZ;3764;;NOVO HORIZONTE;29902-101;GASOLINA;05/07/2017;3,39;;R$ / litro;RAIZEN
SE;ES;LINHARES;POSTO VIENA LTDA - ME; 04.008.437/0001-22;AVENIDA PREFEITO SAMUEL BATISTA CRUZ;3764;;NOVO HORIZONTE;29902-101;DIESEL S10;05/07/2017;2,89;;R$ / litro;RAIZEN
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;GASOLINA;05/07/2017;3,49;3,09;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;ETANOL;05/07/2017;3,39;2,6561;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;DIESEL;05/07/2017;2,79;2,4414;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;ES;LINHARES;POSTO OURO NEGRO LTDA; 02.468.894/0001-74;AVENIDA SAMUEL BATISTA CRUZ;2319;;COLINA;29901-401;DIESEL S10;05/07/2017;2,89;2,7349;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
