Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;BA;SALVADOR;ATHAYDE COSTA E CIA LTDA; 16.146.607/0001-14;AVENIDA ALIOMAR BALEEIRO / ESTRADA VELHA DO AEROPORTO;6880;;NOVA BRASILIA;41350-275;DIESEL S10;05/07/2017;3,101;2,5407;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0003-18;RODOVIA BR 324;S/N;KM 8;BRASILGÁS;41305-280;GASOLINA;05/07/2017;3,19;3,01;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0003-18;RODOVIA BR 324;S/N;KM 8;BRASILGÁS;41305-280;ETANOL;05/07/2017;2,99;2,48;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0003-18;RODOVIA BR 324;S/N;KM 8;BRASILGÁS;41305-280;DIESEL;05/07/2017;2,98;2,474;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0003-18;RODOVIA BR 324;S/N;KM 8;BRASILGÁS;41305-280;DIESEL S10;05/07/2017;3,05;2,567;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0001-56;RODOVIA BR 324;0;KM 11 6 SSA/FEIRA;VALERIA;41300-500;GASOLINA;05/07/2017;3,19;2,994;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0001-56;RODOVIA BR 324;0;KM 11 6 SSA/FEIRA;VALERIA;41300-500;ETANOL;05/07/2017;2,99;2,48;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0001-56;RODOVIA BR 324;0;KM 11 6 SSA/FEIRA;VALERIA;41300-500;DIESEL;05/07/2017;2,99;2,474;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0001-56;RODOVIA BR 324;0;KM 11 6 SSA/FEIRA;VALERIA;41300-500;DIESEL S10;05/07/2017;3,05;2,567;R$ / litro;RAIZEN
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0006-60;RODOVIA BA 528 ESTRADA DA BASE NAVAL DE ARATU;4814;KM    5,1;ESTRADA DA BASE NAVAL;40810-010;GASOLINA;05/07/2017;3,29;2,92;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0006-60;RODOVIA BA 528 ESTRADA DA BASE NAVAL DE ARATU;4814;KM    5,1;ESTRADA DA BASE NAVAL;40810-010;ETANOL;05/07/2017;2,99;2,46;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0006-60;RODOVIA BA 528 ESTRADA DA BASE NAVAL DE ARATU;4814;KM    5,1;ESTRADA DA BASE NAVAL;40810-010;DIESEL;05/07/2017;2,99;2,36;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;SODIC SOCIEDADE REVENDEDORA DE COMBUSTIVEIS LTDA; 15.847.874/0006-60;RODOVIA BA 528 ESTRADA DA BASE NAVAL DE ARATU;4814;KM    5,1;ESTRADA DA BASE NAVAL;40810-010;DIESEL S10;05/07/2017;3,03;2,52;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;S DANTAS E FILHOS LTDA; 15.623.002/0001-04;AVENIDA SAO LUIS;S/N;;PARIPE;40810-630;GASOLINA;05/07/2017;3,29;3,08;R$ / litro;IPIRANGA
NE;BA;SALVADOR;S DANTAS E FILHOS LTDA; 15.623.002/0001-04;AVENIDA SAO LUIS;S/N;;PARIPE;40810-630;ETANOL;05/07/2017;2,79;2,4121;R$ / litro;IPIRANGA
NE;BA;SALVADOR;S DANTAS E FILHOS LTDA; 15.623.002/0001-04;AVENIDA SAO LUIS;S/N;;PARIPE;40810-630;DIESEL;05/07/2017;2,98;2,6754;R$ / litro;IPIRANGA
NE;BA;SALVADOR;VICTORIANO AMOEDO LOPO; 14.836.415/0001-04;AVENIDA TIRADENTES;142;146;ITAPAGIPE;40440-000;GASOLINA;05/07/2017;3,19;;R$ / litro;BRANCA
NE;BA;SALVADOR;VICTORIANO AMOEDO LOPO; 14.836.415/0001-04;AVENIDA TIRADENTES;142;146;ITAPAGIPE;40440-000;ETANOL;05/07/2017;2,66;;R$ / litro;BRANCA
NE;BA;SALVADOR;VICTORIANO AMOEDO LOPO; 14.836.415/0001-04;AVENIDA TIRADENTES;142;146;ITAPAGIPE;40440-000;DIESEL S10;05/07/2017;3,13;;R$ / litro;BRANCA
NE;BA;SALVADOR;VEIGA DERIVADOS DE PETROLEO LTDA; 13.613.625/0001-70;PRACA CONS JOÃO ALFREDO;S/N;0;PAU MIÚDO;40320-350;GASOLINA;05/07/2017;3,17;;R$ / litro;BRANCA
NE;BA;SALVADOR;VEIGA DERIVADOS DE PETROLEO LTDA; 13.613.625/0001-70;PRACA CONS JOÃO ALFREDO;S/N;0;PAU MIÚDO;40320-350;ETANOL;05/07/2017;2,49;;R$ / litro;BRANCA
NE;BA;SALVADOR;VEIGA DERIVADOS DE PETROLEO LTDA; 13.613.625/0001-70;PRACA CONS JOÃO ALFREDO;S/N;0;PAU MIÚDO;40320-350;DIESEL S10;05/07/2017;2,999;;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTO DO CRISTO DE COMBUSTIVEIS LTDA; 13.612.767/0001-13;AVENIDA OCEÂNICA;1460;;ONDINA;40140-130;GASOLINA;05/07/2017;3,17;2,92;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTO DO CRISTO DE COMBUSTIVEIS LTDA; 13.612.767/0001-13;AVENIDA OCEÂNICA;1460;;ONDINA;40140-130;ETANOL;05/07/2017;2,48;2,45;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTO DO CRISTO DE COMBUSTIVEIS LTDA; 13.612.767/0001-13;AVENIDA OCEÂNICA;1460;;ONDINA;40140-130;DIESEL S10;05/07/2017;2,89;2,42;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA; 13.578.265/0012-76;AVENIDA ANTONIO CARLOS;S/N;SAÍDA DA ESTAÇÃO RODOVIARIA;PITUBA;41840-000;GASOLINA;05/07/2017;3,34;2,9767;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA; 13.578.265/0012-76;AVENIDA ANTONIO CARLOS;S/N;SAÍDA DA ESTAÇÃO RODOVIARIA;PITUBA;41840-000;ETANOL;05/07/2017;2,69;2,362;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA; 13.578.265/0012-76;AVENIDA ANTONIO CARLOS;S/N;SAÍDA DA ESTAÇÃO RODOVIARIA;PITUBA;41840-000;DIESEL S10;05/07/2017;3,09;2,4994;R$ / litro;BRANCA
NE;BA;SALVADOR;POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA; 13.578.265/0012-76;AVENIDA ANTONIO CARLOS;S/N;SAÍDA DA ESTAÇÃO RODOVIARIA;PITUBA;41840-000;GNV;05/07/2017;2,24;1,7763;R$ / m³;BRANCA
NE;BA;SALVADOR;POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 04.906.594/0001-55;AVENIDA VASCO DA GAMA;1894;;FEDERACAO;40230-731;GASOLINA;05/07/2017;3,49;3,033;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 04.906.594/0001-55;AVENIDA VASCO DA GAMA;1894;;FEDERACAO;40230-731;ETANOL;05/07/2017;2,79;;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA; 04.906.594/0001-55;AVENIDA VASCO DA GAMA;1894;;FEDERACAO;40230-731;DIESEL S10;05/07/2017;3,19;;R$ / litro;RAIZEN
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;GASOLINA;05/07/2017;3,099;2,9081;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;ETANOL;05/07/2017;2,699;2,3019;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;JMF - COMERCIO DE COMBUSTIVEIS LTDA; 04.524.416/0002-40;PRACA FRANCISCO MANOEL;19;;PERNAMBUES;41100-150;DIESEL S10;05/07/2017;3,021;2,607;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;WHL COMERCIAL LTDA.; 03.266.429/0001-13;LARGO LAPINHA;48;POSTO BR;LAPINHA;40325-220;GASOLINA;05/07/2017;3,09;3,0082;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;WHL COMERCIAL LTDA.; 03.266.429/0001-13;LARGO LAPINHA;48;POSTO BR;LAPINHA;40325-220;ETANOL;05/07/2017;2,59;2,3664;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;GASOLINA;05/07/2017;3,11;2,907;R$ / litro;BRANCA
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;ETANOL;05/07/2017;2,58;2,31;R$ / litro;BRANCA
NE;BA;SALVADOR;ML COMÉRCIO  DE COMBUSTÍVEIS E SERVIÇOS LTDA.; 03.089.291/0001-24;RUA EDGAR SANTOS;530;;NARANDIBA;41150-000;DIESEL S10;05/07/2017;2,87;2,42;R$ / litro;BRANCA
NE;BA;SALVADOR;HP COMERCIO E DERIVADOS DE PETROLEO LTDA; 02.818.012/0002-34;AVENIDA LUIZ VIANA FILHO - LOT. PARQUE IMBIRIBEIRA;S/N;QD. 01 LOTE 02;ITAPOAN;41610-470;GASOLINA;05/07/2017;3,19;3;R$ / litro;BRANCA
NE;BA;SALVADOR;HP COMERCIO E DERIVADOS DE PETROLEO LTDA; 02.818.012/0002-34;AVENIDA LUIZ VIANA FILHO - LOT. PARQUE IMBIRIBEIRA;S/N;QD. 01 LOTE 02;ITAPOAN;41610-470;ETANOL;05/07/2017;2,69;2,35;R$ / litro;BRANCA
NE;BA;SALVADOR;HP COMERCIO E DERIVADOS DE PETROLEO LTDA; 02.818.012/0002-34;AVENIDA LUIZ VIANA FILHO - LOT. PARQUE IMBIRIBEIRA;S/N;QD. 01 LOTE 02;ITAPOAN;41610-470;DIESEL S10;05/07/2017;2,89;2,5;R$ / litro;BRANCA
NE;BA;SALVADOR;COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA; 02.377.962/0001-90;AVENIDA JURACY MAGALHAES JUNIOR;2575;LOTEAMENTO                CIDADE JARDIM;HORTO FLORESTAL;40295-140;GASOLINA;05/07/2017;3,49;3,0687;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA; 02.377.962/0001-90;AVENIDA JURACY MAGALHAES JUNIOR;2575;LOTEAMENTO                CIDADE JARDIM;HORTO FLORESTAL;40295-140;ETANOL;05/07/2017;2,89;2,4325;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA; 02.377.962/0001-90;AVENIDA JURACY MAGALHAES JUNIOR;2575;LOTEAMENTO                CIDADE JARDIM;HORTO FLORESTAL;40295-140;DIESEL S10;05/07/2017;2,99;2,5541;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;GASOLINA;05/07/2017;3,099;2,9498;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;ETANOL;05/07/2017;2,79;2,5218;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO DE COMBUSTIVEIS NEVES LTDA; 00.861.323/0001-70;RUA SILVEIRA MARTINS;433;;CABULA;41150-000;DIESEL S10;05/07/2017;3,19;2,6752;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO CHAME-CHAME COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA; 00.645.514/0001-02;RUA COMENDADOR FRANCISCO PEDREIRA;131;;CHAME CHAME;40157-520;GASOLINA;05/07/2017;3,79;3,17;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO CHAME-CHAME COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA; 00.645.514/0001-02;RUA COMENDADOR FRANCISCO PEDREIRA;131;;CHAME CHAME;40157-520;ETANOL;05/07/2017;3,19;2,58;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO CHAME-CHAME COMERCIO E SERVICOS DE COMBUSTIVEIS LTDA; 00.645.514/0001-02;RUA COMENDADOR FRANCISCO PEDREIRA;131;;CHAME CHAME;40157-520;DIESEL S10;05/07/2017;3,34;2,77;R$ / litro;RAIZEN
NE;BA;SALVADOR;POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA; 00.062.382/0002-69;ESTRADA DE CAMPINAS DE PIRAJA;SN;;PIRAJA;41925-150;GASOLINA;05/07/2017;3,09;2,9147;R$ / litro;IPIRANGA
NE;BA;SALVADOR;POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA; 00.062.382/0002-69;ESTRADA DE CAMPINAS DE PIRAJA;SN;;PIRAJA;41925-150;ETANOL;05/07/2017;2,58;2,2831;R$ / litro;IPIRANGA
NE;BA;SALVADOR;POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA; 00.062.382/0002-69;ESTRADA DE CAMPINAS DE PIRAJA;SN;;PIRAJA;41925-150;DIESEL;05/07/2017;2,99;2,5665;R$ / litro;IPIRANGA
NE;BA;SALVADOR;POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA; 00.062.382/0002-69;ESTRADA DE CAMPINAS DE PIRAJA;SN;;PIRAJA;41925-150;DIESEL S10;05/07/2017;3,1;2,6329;R$ / litro;IPIRANGA
NE;BA;VALENCA;SOUZA ROSA COMBUSTIVEIS LTDA; 08.925.345/0001-68;RODOVIA BA 542, KM 32;S/N;TERREO;PITANGA;45400-000;GASOLINA;04/07/2017;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;SOUZA ROSA COMBUSTIVEIS LTDA; 08.925.345/0001-68;RODOVIA BA 542, KM 32;S/N;TERREO;PITANGA;45400-000;ETANOL;04/07/2017;2,999;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;SOUZA ROSA COMBUSTIVEIS LTDA; 08.925.345/0001-68;RODOVIA BA 542, KM 32;S/N;TERREO;PITANGA;45400-000;DIESEL;04/07/2017;2,96;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;SOUZA ROSA COMBUSTIVEIS LTDA; 08.925.345/0001-68;RODOVIA BA 542, KM 32;S/N;TERREO;PITANGA;45400-000;DIESEL S10;04/07/2017;3,07;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;AUTO POSTO CONCORDIA LTDA; 06.241.762/0001-66;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;GASOLINA;04/07/2017;3,83;3,1979;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;AUTO POSTO CONCORDIA LTDA; 06.241.762/0001-66;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;ETANOL;04/07/2017;2,98;2,6772;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;AUTO POSTO CONCORDIA LTDA; 06.241.762/0001-66;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;DIESEL;04/07/2017;2,96;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;SANTOS SOUSA COMERCIO DE COMBUSTIVEIS LTDA; 07.692.800/0001-60;AVENIDA AURELINO RIBEIRO NOVAES;06F;POSTO DE COMBUSTIVEL;GRACA;45400-000;GASOLINA;04/07/2017;3,859;;R$ / litro;PETROBAHIA
NE;BA;VALENCA;SANTOS SOUSA COMERCIO DE COMBUSTIVEIS LTDA; 07.692.800/0001-60;AVENIDA AURELINO RIBEIRO NOVAES;06F;POSTO DE COMBUSTIVEL;GRACA;45400-000;DIESEL;04/07/2017;3,1;;R$ / litro;PETROBAHIA
NE;BA;VALENCA;ELETRO ITAMARATY COMERCIAL LTDA - EPP; 02.971.971/0001-04;RUA SETE DE SETEMBRO;550;;CENTRO;45400-000;GASOLINA;04/07/2017;3,79;3,12;R$ / litro;PETROSERRA
NE;BA;VALENCA;ELETRO ITAMARATY COMERCIAL LTDA - EPP; 02.971.971/0001-04;RUA SETE DE SETEMBRO;550;;CENTRO;45400-000;ETANOL;04/07/2017;2,95;2,31;R$ / litro;PETROSERRA
NE;BA;VALENCA;ELETRO ITAMARATY COMERCIAL LTDA - EPP; 02.971.971/0001-04;RUA SETE DE SETEMBRO;550;;CENTRO;45400-000;DIESEL;04/07/2017;2,99;2,57;R$ / litro;PETROSERRA
NE;BA;VALENCA;BRANUNES COMERCIO DE COMBUSTIVEIS LTDA; 05.333.290/0001-09;AVENIDA TANCREDO NEVES;19;;SAO FELIX;45400-000;GASOLINA;04/07/2017;3,83;3,1767;R$ / litro;BRANCA
NE;BA;VALENCA;BRANUNES COMERCIO DE COMBUSTIVEIS LTDA; 05.333.290/0001-09;AVENIDA TANCREDO NEVES;19;;SAO FELIX;45400-000;ETANOL;04/07/2017;2,96;2,58;R$ / litro;BRANCA
NE;BA;VALENCA;BRANUNES COMERCIO DE COMBUSTIVEIS LTDA; 05.333.290/0001-09;AVENIDA TANCREDO NEVES;19;;SAO FELIX;45400-000;DIESEL;04/07/2017;2,96;2,4875;R$ / litro;BRANCA
NE;BA;VALENCA;BRANUNES COMERCIO DE COMBUSTIVEIS LTDA; 05.333.290/0001-09;AVENIDA TANCREDO NEVES;19;;SAO FELIX;45400-000;DIESEL S10;04/07/2017;3,01;2,556;R$ / litro;BRANCA
NE;BA;VALENCA;MAGGRI COMERCIO E REPRESENTACOES LTDA; 96.800.156/0001-26;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;GASOLINA;04/07/2017;3,83;3,1767;R$ / litro;IPIRANGA
NE;BA;VALENCA;MAGGRI COMERCIO E REPRESENTACOES LTDA; 96.800.156/0001-26;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;ETANOL;04/07/2017;2,98;2,58;R$ / litro;IPIRANGA
NE;BA;VALENCA;MAGGRI COMERCIO E REPRESENTACOES LTDA; 96.800.156/0001-26;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;DIESEL;04/07/2017;2,96;2,5075;R$ / litro;IPIRANGA
NE;BA;VALENCA;MAGGRI COMERCIO E REPRESENTACOES LTDA; 96.800.156/0001-26;AVENIDA ANTONIO CARLOS MAGALHAES;S/N;;SAO FELIX;45400-000;DIESEL S10;04/07/2017;3,01;2,5797;R$ / litro;IPIRANGA
NE;BA;VALENCA;POSTO DE COMBUSTIVEIS PRAIA DE GUAIBIM LTDA; 05.340.221/0001-22;RODOVIA BA-887 KM 10;S/N;;GUAIBIM;45400-000;GASOLINA;04/07/2017;4,09;3,173;R$ / litro;BRANCA
NE;BA;VALENCA;POSTO DE COMBUSTIVEIS PRAIA DE GUAIBIM LTDA; 05.340.221/0001-22;RODOVIA BA-887 KM 10;S/N;;GUAIBIM;45400-000;ETANOL;04/07/2017;3,09;2,58;R$ / litro;BRANCA
NE;BA;VALENCA;POSTO DE COMBUSTIVEIS PRAIA DE GUAIBIM LTDA; 05.340.221/0001-22;RODOVIA BA-887 KM 10;S/N;;GUAIBIM;45400-000;DIESEL;04/07/2017;3,29;2,507;R$ / litro;BRANCA
NE;BA;VALENCA;JOSEPAL COMERCIAL DE COMBUSTIVEIS LTDA; 02.284.673/0001-46; BR 101 KM 305;SN;;ENTRONC VALENCA;45400-000;GASOLINA;04/07/2017;3,38;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;JOSEPAL COMERCIAL DE COMBUSTIVEIS LTDA; 02.284.673/0001-46; BR 101 KM 305;SN;;ENTRONC VALENCA;45400-000;DIESEL;04/07/2017;2,73;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;JOSEPAL COMERCIAL DE COMBUSTIVEIS LTDA; 02.284.673/0001-46; BR 101 KM 305;SN;;ENTRONC VALENCA;45400-000;DIESEL S10;04/07/2017;2,84;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;VALENCA;ORGANIZACAO GUAIBIM LTDA; 01.878.111/0001-68;AVENIDA ANTONIO CARLOS MAGALHAES;500;;SÃO FELIX;45400-000;GASOLINA;04/07/2017;3,79;3;R$ / litro;BRANCA
NE;BA;VALENCA;ORGANIZACAO GUAIBIM LTDA; 01.878.111/0001-68;AVENIDA ANTONIO CARLOS MAGALHAES;500;;SÃO FELIX;45400-000;ETANOL;04/07/2017;2,98;2,4559;R$ / litro;BRANCA
NE;BA;VALENCA;ORGANIZACAO GUAIBIM LTDA; 01.878.111/0001-68;AVENIDA ANTONIO CARLOS MAGALHAES;500;;SÃO FELIX;45400-000;DIESEL;04/07/2017;2,99;2,46;R$ / litro;BRANCA
NE;BA;VALENCA;ORGANIZACAO GUAIBIM LTDA; 01.878.111/0001-68;AVENIDA ANTONIO CARLOS MAGALHAES;500;;SÃO FELIX;45400-000;DIESEL S10;04/07/2017;3,09;2,56;R$ / litro;BRANCA
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0004-66;RUA DEPUTADO RAIMUNDO QUEIROZ;SN;;ZONA URBANA;62840-000;GASOLINA;03/07/2017;3,9;;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0004-66;RUA DEPUTADO RAIMUNDO QUEIROZ;SN;;ZONA URBANA;62840-000;ETANOL;03/07/2017;3,199;;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0004-66;RUA DEPUTADO RAIMUNDO QUEIROZ;SN;;ZONA URBANA;62840-000;DIESEL S10;03/07/2017;3,299;;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0003-85;AVENIDA VICENTE MARTINS DOURADO;721;;SEDE;62840-000;GASOLINA;04/07/2017;3,89;3,462;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0003-85;AVENIDA VICENTE MARTINS DOURADO;721;;SEDE;62840-000;ETANOL;04/07/2017;3,18;2,8379;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0003-85;AVENIDA VICENTE MARTINS DOURADO;721;;SEDE;62840-000;DIESEL S10;04/07/2017;3,19;2,889;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0006-28;RODOVIA CE 040;S/N;KM 106;ZONA RURAL;62840-000;GASOLINA;03/07/2017;3,89;3,3247;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0006-28;RODOVIA CE 040;S/N;KM 106;ZONA RURAL;62840-000;ETANOL;03/07/2017;3,2;;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0006-28;RODOVIA CE 040;S/N;KM 106;ZONA RURAL;62840-000;DIESEL;03/07/2017;3,1;2,6789;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0006-28;RODOVIA CE 040;S/N;KM 106;ZONA RURAL;62840-000;DIESEL S10;03/07/2017;3,19;2,8768;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0005-47;RODOVIA CE 040;S/N;KM 80;ZONA RURAL;62840-000;GASOLINA;03/07/2017;3,87;;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0005-47;RODOVIA CE 040;S/N;KM 80;ZONA RURAL;62840-000;ETANOL;03/07/2017;3,17;;R$ / litro;SP
NE;CE;BEBERIBE;COLACO MARTINS COMERCIO DE COMBUSTIVEIS LTDA; 05.217.419/0005-47;RODOVIA CE 040;S/N;KM 80;ZONA RURAL;62840-000;DIESEL S10;03/07/2017;3,18;;R$ / litro;SP
NE;CE;CANINDE;FRANCISCO ERIVAN SANTOS JUSTA; 00.288.435/0001-83;RODOVIA CE 275;S/N;KM 119;CAIÇARA;62700-000;GASOLINA;03/07/2017;3,87;;R$ / litro;BRANCA
NE;CE;CANINDE;FRANCISCO ERIVAN SANTOS JUSTA; 00.288.435/0001-83;RODOVIA CE 275;S/N;KM 119;CAIÇARA;62700-000;ETANOL;03/07/2017;3,17;;R$ / litro;BRANCA
NE;CE;CANINDE;FRANCISCO ERIVAN SANTOS JUSTA; 00.288.435/0001-83;RODOVIA CE 275;S/N;KM 119;CAIÇARA;62700-000;DIESEL;03/07/2017;3,07;;R$ / litro;BRANCA
NE;CE;CANINDE;J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA; 07.110.141/0002-97;AVENIDA PERIMETRAL;S N;;CANINDEZINHO;62700-000;GASOLINA;03/07/2017;3,95;3,239;R$ / litro;IPIRANGA
